transaction_id,source_system,supplier_id,supplier_name,category,department,amount,currency,contract_id,contract_status,requisition_id,transaction_date,normalised_supplier,is_credit_note
TXN002528,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Logistics,24021.3,INR,CTR0003,ON_CONTRACT,,2025-12-14,orion office supplies,False
TXN002529,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Human Resources,2203.86,INR,,OFF_CONTRACT,REQ00092,2025-12-05,orion office supplies,False
TXN002530,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Logistics,24949.88,INR,CTR0003,ON_CONTRACT,REQ00140,2025-11-01,orion office supplies,False
TXN002535,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,R&D,194952.6,INR,CTR0004,ON_CONTRACT,,2026-03-15,sterling advisory,False
TXN002536,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Facilities,154292.41,INR,CTR0001,ON_CONTRACT,,2026-01-19,nexa technologies,False
TXN002537,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Human Resources,68719.04,INR,CTR0005,ON_CONTRACT,REQ00662,2025-06-12,skyroute travel,False
TXN002538,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Operations,23856.57,INR,CTR0008,ON_CONTRACT,,2025-10-29,transcore logistics,False
TXN002539,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,55205.68,INR,CTR0006,ON_CONTRACT,,2025-10-29,prime facility care,False
TXN002540,ERP_EXPORT,SUP0007,Meridian Softworks,It Software & Licences,Marketing,95736.89,INR,,NO_CONTRACT,,2025-07-13,meridian softworks,False
TXN002541,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Facilities,62000.32,INR,CTR0005,ON_CONTRACT,REQ00341,2025-04-24,skyroute travel,False
TXN002542,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,R&D,19620.67,INR,CTR0003,ON_CONTRACT,REQ00188,2025-05-06,orion office supplies,False
TXN002544,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,It,46816.25,INR,CTR0006,ON_CONTRACT,REQ00280,2026-01-05,prime facility care,False
TXN002545,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Operations,32404.66,INR,CTR0007,ON_CONTRACT,,2025-07-22,lumen creative,False
TXN002546,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,47985.48,INR,CTR0005,ON_CONTRACT,REQ00234,2025-10-13,skyroute travel,False
TXN002547,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,It,14367.25,INR,CTR0005,ON_CONTRACT,REQ00055,2025-11-15,skyroute travel,False
TXN002548,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Logistics,45826.07,INR,CTR0008,ON_CONTRACT,,2025-09-28,transcore logistics,False
TXN002549,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Operations,57746.18,INR,CTR0002,ON_CONTRACT,,2025-04-05,cloudspan software,False
TXN002550,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Finance,35231.53,INR,CTR0001,ON_CONTRACT,REQ00506,2026-02-17,nexa technologies,False
TXN002552,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,It,21212.84,INR,,OFF_CONTRACT,REQ00825,2025-08-30,fleetbridge cargo,False
TXN002553,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,79083.52,INR,CTR0008,ON_CONTRACT,REQ00025,2025-10-25,transcore logistics,False
TXN002556,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,It,173042.86,INR,CTR0001,ON_CONTRACT,REQ00114,2025-09-20,nexa technologies,False
TXN002559,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Operations,18379.55,INR,CTR0008,ON_CONTRACT,,2025-11-24,transcore logistics,False
TXN002561,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Operations,148149.91,INR,CTR0001,ON_CONTRACT,,2025-04-07,nexa technologies,False
TXN002562,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,It,188488.16,INR,CTR0004,ON_CONTRACT,REQ00130,2025-04-17,sterling advisory,False
TXN002563,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Human Resources,50547.46,INR,CTR0004,ON_CONTRACT,REQ00556,2025-09-01,sterling advisory,False
TXN002564,ERP_EXPORT,SUP0007,Meridian Softworks,It Software & Licences,Marketing,22654.69,INR,,NO_CONTRACT,,2025-10-01,meridian softworks,False
TXN002566,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Logistics,46005.5,INR,CTR0002,ON_CONTRACT,,2026-01-21,cloudspan software,False
TXN002567,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,R&D,61019.57,INR,CTR0001,ON_CONTRACT,,2026-01-06,nexa technologies,False
TXN002568,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Logistics,68555.7,INR,CTR0001,ON_CONTRACT,REQ00046,2026-03-23,nexa technologies,False
TXN002569,ERP_EXPORT,SUP0013,Adept Partners,Professional Services,Marketing,208731.38,INR,,OFF_CONTRACT,,2025-07-21,adept partners,False
TXN002570,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Finance,235137.89,INR,CTR0004,ON_CONTRACT,,2025-04-11,sterling advisory,False
TXN002571,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Marketing,87790.92,INR,CTR0001,ON_CONTRACT,REQ00009,2025-07-21,nexa technologies,False
TXN002573,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Human Resources,34362.65,INR,CTR0005,ON_CONTRACT,REQ00551,2025-08-09,skyroute travel,False
TXN002575,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,It,23561.74,INR,CTR0006,ON_CONTRACT,,2026-02-24,prime facility care,False
TXN002576,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,It,109666.65,INR,CTR0007,ON_CONTRACT,,2026-01-02,lumen creative,False
TXN002577,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,157057.36,INR,CTR0007,ON_CONTRACT,,2025-05-30,lumen creative,False
TXN002578,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Marketing,78366.78,INR,CTR0002,ON_CONTRACT,,2025-04-04,cloudspan software,False
TXN002580,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,65768.85,INR,CTR0008,ON_CONTRACT,REQ00608,2026-01-29,transcore logistics,False
TXN002581,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Operations,37208.89,INR,CTR0007,ON_CONTRACT,,2025-08-02,lumen creative,False
TXN002583,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,It,53755.97,INR,CTR0008,ON_CONTRACT,REQ00475,2025-04-13,transcore logistics,False
TXN002584,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Facilities,12335.04,INR,CTR0003,ON_CONTRACT,,2025-06-22,orion office supplies,False
TXN002585,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Marketing,163031.61,INR,CTR0004,ON_CONTRACT,REQ00718,2025-06-26,sterling advisory,False
TXN002587,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,14306.55,INR,CTR0006,ON_CONTRACT,REQ00217,2025-12-31,prime facility care,False
TXN002588,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Finance,50957.03,INR,CTR0006,ON_CONTRACT,,2025-11-24,prime facility care,False
TXN002591,ERP_EXPORT,SUP0010,Kanban Stationers,Office Supplies,Human Resources,20918.3,INR,,OFF_CONTRACT,,2026-03-03,kanban stationers,False
TXN002592,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Logistics,99415.64,INR,CTR0002,ON_CONTRACT,REQ00056,2025-06-30,cloudspan software,False
TXN002593,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Operations,156025.2,INR,CTR0004,ON_CONTRACT,REQ00160,2025-05-01,sterling advisory,False
TXN002594,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,It,50653.93,INR,CTR0005,ON_CONTRACT,,2025-06-07,skyroute travel,False
TXN002597,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,30255.57,INR,CTR0005,ON_CONTRACT,REQ00450,2025-12-11,skyroute travel,False
TXN002601,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Facilities,64253.29,INR,CTR0008,ON_CONTRACT,,2025-07-24,transcore logistics,False
TXN002603,ERP_EXPORT,SUP0002,Zenith Computing,It Hardware,Operations,141040.01,INR,,NO_CONTRACT,REQ00805,2025-04-15,zenith computing,False
TXN002605,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Operations,2003.1,INR,CTR0003,ON_CONTRACT,,2025-11-01,orion office supplies,False
TXN002606,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,R&D,54423.72,INR,CTR0008,ON_CONTRACT,,2025-10-06,transcore logistics,False
TXN002607,ERP_EXPORT,SUP0020,BrightArc Media,Marketing Services,It,26559.27,INR,,OFF_CONTRACT,REQ00718,2025-10-19,brightarc media,False
TXN002608,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,R&D,8351.9,INR,CTR0003,ON_CONTRACT,REQ00062,2025-09-03,orion office supplies,False
TXN002609,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,It,65972.07,INR,,OFF_CONTRACT,REQ00442,2025-10-18,voyager corporate travel,False
TXN002611,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,137507.39,INR,CTR0007,ON_CONTRACT,REQ00445,2025-05-31,lumen creative,False
TXN002612,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Operations,15401.09,INR,CTR0002,ON_CONTRACT,,2026-03-07,cloudspan software,False
TXN002614,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Facilities,139840.13,INR,CTR0001,ON_CONTRACT,,2025-10-26,nexa technologies,False
TXN002617,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Operations,80836.26,INR,CTR0001,ON_CONTRACT,REQ00208,2025-04-18,nexa technologies,False
TXN002619,ERP_EXPORT,SUP0018,Urban Upkeep,Facilities Maintenance,Human Resources,60562.71,INR,,OFF_CONTRACT,REQ00816,2025-11-19,urban upkeep,False
TXN002623,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,It,60550.83,INR,CTR0002,ON_CONTRACT,REQ00009,2026-01-19,cloudspan software,False
TXN002625,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Finance,10678.32,INR,,OFF_CONTRACT,,2025-10-21,orion office supplies,False
TXN002626,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Operations,87054.43,INR,CTR0005,ON_CONTRACT,REQ00891,2025-08-20,skyroute travel,False
TXN002630,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Logistics,44174.85,INR,CTR0008,ON_CONTRACT,REQ00698,2025-04-10,transcore logistics,False
TXN002633,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Logistics,8357.79,INR,CTR0005,ON_CONTRACT,REQ00865,2026-03-15,skyroute travel,False
TXN002634,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,25857.11,INR,CTR0008,ON_CONTRACT,,2026-03-13,transcore logistics,False
TXN002635,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Finance,135522.14,INR,CTR0001,ON_CONTRACT,,2025-06-15,nexa technologies,False
TXN002636,ERP_EXPORT,SUP0012,Cobalt Consulting,Professional Services,R&D,179940.94,INR,,OFF_CONTRACT,REQ00332,2025-10-26,cobalt consulting,False
TXN002637,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Human Resources,242869.98,INR,CTR0004,ON_CONTRACT,,2026-02-25,sterling advisory,False
TXN002640,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Logistics,18158.43,INR,CTR0003,ON_CONTRACT,,2025-07-09,orion office supplies,False
TXN002643,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,R&D,56909.43,INR,CTR0006,ON_CONTRACT,REQ00739,2025-04-14,prime facility care,False
TXN002645,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Logistics,50119.06,INR,CTR0004,ON_CONTRACT,REQ00631,2025-07-07,sterling advisory,False
TXN002646,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Logistics,10281.16,INR,CTR0003,ON_CONTRACT,,2025-07-23,orion office supplies,False
TXN002647,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,R&D,67407.99,INR,CTR0006,ON_CONTRACT,REQ00359,2025-04-18,prime facility care,False
TXN002650,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Facilities,84077.94,INR,CTR0007,ON_CONTRACT,REQ00103,2025-09-29,lumen creative,False
TXN002652,ERP_EXPORT,SUP0020,BrightArc Media,Marketing Services,Human Resources,71619.0,INR,,OFF_CONTRACT,,2025-12-01,brightarc media,False
TXN002654,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,It,3204.17,INR,CTR0003,ON_CONTRACT,,2026-02-06,orion office supplies,False
TXN002655,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,70940.55,INR,CTR0005,ON_CONTRACT,,2026-03-07,skyroute travel,False
TXN002659,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,Facilities,25383.51,INR,,OFF_CONTRACT,REQ00395,2025-06-29,voyager corporate travel,False
TXN002660,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Human Resources,112029.49,INR,CTR0007,ON_CONTRACT,,2025-07-27,lumen creative,False
TXN002661,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Finance,51199.39,INR,CTR0008,ON_CONTRACT,,2025-11-30,transcore logistics,False
TXN002662,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Facilities,161424.29,INR,CTR0001,ON_CONTRACT,,2026-02-15,nexa technologies,False
TXN002663,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Human Resources,37652.77,INR,CTR0002,ON_CONTRACT,REQ00580,2026-03-11,cloudspan software,False
TXN002664,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,50668.79,INR,CTR0006,ON_CONTRACT,,2025-10-10,prime facility care,False
TXN002665,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Logistics,167627.95,INR,CTR0004,ON_CONTRACT,REQ00190,2025-05-01,sterling advisory,False
TXN002666,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,36510.02,INR,CTR0008,ON_CONTRACT,REQ00163,2026-03-08,transcore logistics,False
TXN002668,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Operations,83422.17,INR,CTR0002,ON_CONTRACT,,2025-11-07,cloudspan software,False
TXN002669,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Logistics,123403.64,INR,CTR0007,ON_CONTRACT,REQ00580,2025-12-24,lumen creative,False
TXN002670,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Logistics,38197.07,INR,CTR0008,ON_CONTRACT,,2025-07-28,transcore logistics,False
TXN002671,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,R&D,82707.42,INR,CTR0002,ON_CONTRACT,,2025-04-15,cloudspan software,False
TXN002674,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,It,21952.92,INR,CTR0006,ON_CONTRACT,REQ00601,2025-05-06,prime facility care,False
TXN002675,ERP_EXPORT,SUP0017,GreenEdge Services,Facilities Maintenance,R&D,63412.9,INR,,OFF_CONTRACT,REQ00290,2026-01-14,greenedge services,False
TXN002676,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,It,35855.0,INR,,OFF_CONTRACT,REQ00431,2026-01-13,fleetbridge cargo,False
TXN002677,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,R&D,42526.24,INR,CTR0008,ON_CONTRACT,REQ00305,2026-01-19,transcore logistics,False
TXN002680,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Operations,104958.59,INR,CTR0001,ON_CONTRACT,REQ00039,2026-01-27,nexa technologies,False
TXN002681,ERP_EXPORT,SUP0021,Pulse Marketing Co,Marketing Services,Marketing,57462.97,INR,,OFF_CONTRACT,,2025-11-12,pulse marketing,False
TXN002685,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Human Resources,30240.73,INR,CTR0006,ON_CONTRACT,REQ00446,2025-08-05,prime facility care,False
TXN002688,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Operations,41918.7,INR,CTR0005,ON_CONTRACT,,2025-08-17,skyroute travel,False
TXN002689,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,89001.04,INR,CTR0007,ON_CONTRACT,REQ00049,2026-01-29,lumen creative,False
TXN002690,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,34257.38,INR,CTR0006,ON_CONTRACT,,2025-07-21,prime facility care,False
TXN002691,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,It,51536.89,INR,CTR0005,ON_CONTRACT,,2026-01-18,skyroute travel,False
TXN002694,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Human Resources,96934.75,INR,CTR0001,ON_CONTRACT,,2025-09-03,nexa technologies,False
TXN002696,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Logistics,69498.39,INR,CTR0002,ON_CONTRACT,REQ00403,2025-09-30,cloudspan software,False
TXN002697,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Logistics,114855.92,INR,CTR0007,ON_CONTRACT,,2026-01-10,lumen creative,False
TXN002699,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Finance,56439.48,INR,CTR0006,ON_CONTRACT,REQ00227,2025-05-14,prime facility care,False
TXN002700,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,Finance,96156.76,INR,CTR0002,ON_CONTRACT,REQ00210,2025-08-30,cloudspan software,False
TXN002701,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Marketing,13989.81,INR,CTR0003,ON_CONTRACT,REQ00255,2025-07-09,orion office supplies,False
TXN002702,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,R&D,88033.13,INR,CTR0005,ON_CONTRACT,REQ00111,2025-04-10,skyroute travel,False
TXN002703,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,R&D,18295.12,INR,CTR0005,ON_CONTRACT,REQ00710,2026-03-12,skyroute travel,False
TXN002707,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,17856.99,INR,CTR0005,ON_CONTRACT,REQ00813,2025-10-05,skyroute travel,False
TXN002709,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,13456.85,INR,CTR0008,ON_CONTRACT,REQ00157,2026-02-14,transcore logistics,False
TXN002710,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Finance,101594.81,INR,CTR0004,ON_CONTRACT,REQ00111,2025-07-20,sterling advisory,False
TXN002711,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Operations,202359.79,INR,CTR0004,ON_CONTRACT,REQ00480,2025-11-12,sterling advisory,False
TXN002713,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Finance,40891.93,INR,CTR0008,ON_CONTRACT,REQ00767,2025-04-30,transcore logistics,False
TXN002714,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,It,10550.0,INR,CTR0003,ON_CONTRACT,REQ00178,2025-07-28,orion office supplies,False
TXN002715,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Operations,8111.0,INR,CTR0005,ON_CONTRACT,REQ00812,2025-06-07,skyroute travel,False
TXN002716,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Facilities,71469.08,INR,CTR0001,ON_CONTRACT,,2026-01-23,nexa technologies,False
TXN002720,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Facilities,13958.38,INR,CTR0008,ON_CONTRACT,,2026-02-02,transcore logistics,False
TXN002721,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Operations,22666.89,INR,CTR0003,ON_CONTRACT,REQ00452,2025-06-18,orion office supplies,False
TXN002722,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Facilities,77005.47,INR,CTR0008,ON_CONTRACT,REQ00325,2026-02-01,transcore logistics,False
TXN002725,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Facilities,123581.11,INR,CTR0004,ON_CONTRACT,,2025-05-22,sterling advisory,False
TXN002732,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,R&D,12897.63,INR,CTR0003,ON_CONTRACT,,2026-03-17,orion office supplies,False
TXN002734,ERP_EXPORT,SUP0012,Cobalt Consulting,Professional Services,It,241135.86,INR,,OFF_CONTRACT,REQ00861,2025-12-22,cobalt consulting,False
TXN002735,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Finance,90246.12,INR,CTR0008,ON_CONTRACT,REQ00476,2025-04-11,transcore logistics,False
TXN002736,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,R&D,20059.36,INR,CTR0003,ON_CONTRACT,,2026-03-17,orion office supplies,False
TXN002739,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,67766.1,INR,CTR0006,ON_CONTRACT,,2025-11-29,prime facility care,False
TXN002741,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Marketing,31940.84,INR,CTR0006,ON_CONTRACT,REQ00378,2026-01-19,prime facility care,False
TXN002742,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Facilities,7183.77,INR,CTR0003,ON_CONTRACT,REQ00886,2025-10-28,orion office supplies,False
TXN002743,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Finance,81124.95,INR,CTR0004,ON_CONTRACT,,2026-03-25,sterling advisory,False
TXN002744,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,39712.41,INR,CTR0007,ON_CONTRACT,,2025-06-28,lumen creative,False
TXN002746,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Finance,72068.39,INR,CTR0005,ON_CONTRACT,REQ00210,2025-05-25,skyroute travel,False
TXN002748,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Facilities,70862.17,INR,CTR0004,ON_CONTRACT,REQ00156,2025-05-19,sterling advisory,False
TXN002750,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Logistics,16626.96,INR,,OFF_CONTRACT,,2025-08-31,orion office supplies,False
TXN002751,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Finance,85165.68,INR,CTR0001,ON_CONTRACT,REQ00551,2025-04-30,nexa technologies,False
TXN002752,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,114378.24,INR,CTR0007,ON_CONTRACT,,2026-03-11,lumen creative,False
TXN002753,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,It Hardware,Logistics,65285.27,INR,CTR0001,ON_CONTRACT,REQ00538,2025-12-02,nexa technologies,False
TXN002754,ERP_EXPORT,SUP0013,Adept Partners,Professional Services,R&D,112490.36,INR,,OFF_CONTRACT,,2025-08-23,adept partners,False
TXN002755,ERP_EXPORT,SUP0021,Pulse Marketing Co,Marketing Services,R&D,148448.02,INR,,OFF_CONTRACT,,2025-07-21,pulse marketing,False
TXN002756,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,31821.37,INR,CTR0005,ON_CONTRACT,,2025-11-10,skyroute travel,False
TXN002757,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,It,12809.73,INR,CTR0003,ON_CONTRACT,REQ00066,2025-04-24,orion office supplies,False
TXN002758,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Operations,80991.57,INR,CTR0005,ON_CONTRACT,,2025-05-28,skyroute travel,False
TXN002759,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Logistics,66033.15,INR,CTR0005,ON_CONTRACT,REQ00779,2025-10-26,skyroute travel,False
TXN002760,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Marketing,13100.66,INR,CTR0005,ON_CONTRACT,REQ00204,2025-05-27,skyroute travel,False
TXN002762,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Finance,2180.36,INR,CTR0003,ON_CONTRACT,,2025-06-22,orion office supplies,False
TXN002763,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,47855.31,INR,CTR0006,ON_CONTRACT,REQ00647,2025-04-24,prime facility care,False
TXN002764,ERP_EXPORT,SUP0017,GreenEdge Services,Facilities Maintenance,Operations,36860.41,INR,,OFF_CONTRACT,REQ00002,2025-09-29,greenedge services,False
TXN002765,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,It,5088.32,INR,,OFF_CONTRACT,REQ00408,2025-12-30,orion office supplies,False
TXN002766,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,R&D,154110.78,INR,CTR0007,ON_CONTRACT,,2025-07-26,lumen creative,False
TXN002769,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Operations,90084.5,INR,CTR0007,ON_CONTRACT,REQ00313,2025-05-26,lumen creative,False
TXN002770,ERP_EXPORT,SUP0002,Zenith Computing,It Hardware,Marketing,130341.15,INR,,NO_CONTRACT,REQ00232,2026-02-06,zenith computing,False
TXN002771,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Operations,3753.5,INR,CTR0003,ON_CONTRACT,REQ00192,2025-11-23,orion office supplies,False
TXN002772,ERP_EXPORT,SUP0005,Cloudspan Software,It Software & Licences,It,43843.9,INR,CTR0002,ON_CONTRACT,REQ00494,2025-12-09,cloudspan software,False
TXN002773,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Finance,132975.17,INR,CTR0007,ON_CONTRACT,,2025-06-25,lumen creative,False
TXN002775,ERP_EXPORT,SUP0013,Adept Partners,Professional Services,Logistics,154781.2,INR,,OFF_CONTRACT,,2025-05-30,adept partners,False
TXN002776,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,R&D,47923.73,INR,CTR0008,ON_CONTRACT,,2025-12-30,transcore logistics,False
TXN002777,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Logistics,49218.99,INR,CTR0004,ON_CONTRACT,REQ00692,2025-04-09,sterling advisory,False
TXN002778,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,R&D,5812.24,INR,CTR0003,ON_CONTRACT,REQ00783,2025-06-27,orion office supplies,False
TXN002779,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Finance,36732.5,INR,CTR0006,ON_CONTRACT,REQ00316,2026-02-10,prime facility care,False
TXN002780,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Human Resources,6811.27,INR,CTR0003,ON_CONTRACT,,2026-02-16,orion office supplies,False
TXN002781,ERP_EXPORT,SUP0025,NEXA TECHNOLOGIES PVT. LTD.,It Hardware,Marketing,32746.75,INR,,NO_CONTRACT,,2026-02-06,nexa technologies,False
